Название товара|Артикул|Параметр|Значение параметра
Гвоздь в магазине по 10шт, UMA 221/10, 47мм| 0864221047|ШтрихКод|4052703081172
Гвоздь в магазине по 10шт, UMA 221/10, 47мм| 0864221047|Артикул|0864221047
Гвоздь в магазине по 10шт, UMA 221/10, 47мм| 0864221047|Тех.Картинка|https://media.wuerth.com/source/eshop/stmedia/wuerth/images/std.lang.all/resolutions/category/800px/39485.jpg
Гвоздь в магазине по 10шт, UMA 221/10, 47мм| 0864221047|Диаметр хвостовика|3,7 мм
Гвоздь в магазине по 10шт, UMA 221/10, 47мм| 0864221047|Категория устройства|Hilti DX A41 / Wurth BST MA-75 (комплект для одноимпульсной затяжки отдельных креплений), Hilti DX 350, DX 36M, DX 460
Гвоздь в магазине по 10шт, UMA 221/10, 47мм| 0864221047|Материал|Сталь
Гвоздь в магазине по 10шт, UMA 221/10, 47мм| 0864221047|Поверхность|Оцинкованный
Гвоздь в магазине по 10шт, UMA 221/10, 47мм| 0864221047|Длина магазина (LG)|93 мм
Гвоздь в магазине по 10шт, UMA 221/10, 52мм| 0864221052|ШтрихКод|4052703081189
Гвоздь в магазине по 10шт, UMA 221/10, 52мм| 0864221052|Артикул|0864221052
Гвоздь в магазине по 10шт, UMA 221/10, 52мм| 0864221052|Тех.Картинка|https://media.wuerth.com/source/eshop/stmedia/wuerth/images/std.lang.all/resolutions/category/800px/39485.jpg
Гвоздь в магазине по 10шт, UMA 221/10, 52мм| 0864221052|Диаметр хвостовика|3,7 мм
Гвоздь в магазине по 10шт, UMA 221/10, 52мм| 0864221052|Категория устройства|Wurth BST MA-75 (комплект для одноимпульсной затяжки отдельных креплений), Hilti DX 350, DX 36M, DX 460 / Hilti DX A41
Гвоздь в магазине по 10шт, UMA 221/10, 52мм| 0864221052|Материал|Сталь
Гвоздь в магазине по 10шт, UMA 221/10, 52мм| 0864221052|Поверхность|Оцинкованный
Гвоздь в магазине по 10шт, UMA 221/10, 52мм| 0864221052|Длина магазина (LG)|93 мм
Гвоздь в магазине по 10шт, UMA 221/10, 62мм| 0864221062|ШтрихКод|4052703081202
Гвоздь в магазине по 10шт, UMA 221/10, 62мм| 0864221062|Артикул|0864221062
Гвоздь в магазине по 10шт, UMA 221/10, 62мм| 0864221062|Тех.Картинка|https://media.wuerth.com/source/eshop/stmedia/wuerth/images/std.lang.all/resolutions/category/800px/39485.jpg
Гвоздь в магазине по 10шт, UMA 221/10, 62мм| 0864221062|Диаметр хвостовика|3,7 мм
Гвоздь в магазине по 10шт, UMA 221/10, 62мм| 0864221062|Категория устройства|Hilti DX A41 / Wurth BST MA-75 (комплект для одноимпульсной затяжки отдельных креплений), Hilti DX 350, DX 36M, DX 460
Гвоздь в магазине по 10шт, UMA 221/10, 62мм| 0864221062|Материал|Сталь
Гвоздь в магазине по 10шт, UMA 221/10, 62мм| 0864221062|Поверхность|Оцинкованный
Гвоздь в магазине по 10шт, UMA 221/10, 62мм| 0864221062|Длина магазина (LG)|93 мм
Гвоздь для опалубки SMA116 47MM| 0864116047|ШтрихКод|4052703081226
Гвоздь для опалубки SMA116 47MM| 0864116047|Артикул|0864116047
Гвоздь для опалубки SMA116 47MM| 0864116047|Тех.Картинка|https://media.wuerth.com/source/eshop/stmedia/wuerth/images/std.lang.all/resolutions/category/800px/39394.jpg
Гвоздь для опалубки SMA116 47MM| 0864116047|Диаметр хвостовика|3,7 мм
Гвоздь для опалубки SMA116 47MM| 0864116047|Категория устройства|Hilti DX A40 / Wurth BST MA-75 (комплект для одноимпульсной затяжки отдельных креплений), Hilti DX 350, DX 36M, DX 460 / Hilti DX A41
Гвоздь для опалубки SMA116 47MM| 0864116047|Материал|Сталь
Гвоздь для опалубки SMA116 47MM| 0864116047|Поверхность|Механическая оцинковка
Гвоздь для опалубки SMA116 47MM| 0864116047|Подходит к толщине горбыля|22 мм
Гвоздь для опалубки SMA116 54MM| 0864116054|ШтрихКод|4052703081233
Гвоздь для опалубки SMA116 54MM| 0864116054|Артикул|0864116054
Гвоздь для опалубки SMA116 54MM| 0864116054|Тех.Картинка|https://media.wuerth.com/source/eshop/stmedia/wuerth/images/std.lang.all/resolutions/category/800px/39394.jpg
Гвоздь для опалубки SMA116 54MM| 0864116054|Диаметр хвостовика|3,7 мм
Гвоздь для опалубки SMA116 54MM| 0864116054|Категория устройства|Hilti DX A41 / Wurth BST MA-75 (комплект для одноимпульсной затяжки отдельных креплений), Hilti DX 350, DX 36M, DX 460
Гвоздь для опалубки SMA116 54MM| 0864116054|Материал|Сталь
Гвоздь для опалубки SMA116 54MM| 0864116054|Поверхность|Механическая оцинковка
Гвоздь для опалубки SMA116 54MM| 0864116054|Подходит к толщине горбыля|29 мм
Гвоздь для опалубки SN105 47MM| 0864105047|ШтрихКод|4024835641326
Гвоздь для опалубки SN105 47MM| 0864105047|Артикул|0864105047
Гвоздь для опалубки SN105 47MM| 0864105047|Тех.Картинка|https://media.wuerth.com/source/eshop/stmedia/wuerth/images/std.lang.all/resolutions/category/800px/39394.jpg
Гвоздь для опалубки SN105 47MM| 0864105047|Диаметр хвостовика|3,7 мм
Гвоздь для опалубки SN105 47MM| 0864105047|Диаметр головки (O dk)|5,3 мм
Гвоздь для опалубки SN105 47MM| 0864105047|Категория устройства|Wurth DIVA 1 / Premium / Wurth BST 1, BST 2 / Berner BSG 2, 200, 201 / Spit P 60, P 200 / Hilti DX A40 / Hilti DX A41 / Wurth BST MA-75 (комплект для одноимпульсной затяжки отдельных креплений), Hilti DX 350, DX 36M, DX 460
Гвоздь для опалубки SN105 47MM| 0864105047|Материал|Сталь
Гвоздь для опалубки SN105 47MM| 0864105047|Поверхность|Механическая оцинковка
Гвоздь для опалубки SN105 54MM| 0864105054|ШтрихКод|4024835641357
Гвоздь для опалубки SN105 54MM| 0864105054|Артикул|0864105054
Гвоздь для опалубки SN105 54MM| 0864105054|Тех.Картинка|https://media.wuerth.com/source/eshop/stmedia/wuerth/images/std.lang.all/resolutions/category/800px/39394.jpg
Гвоздь для опалубки SN105 54MM| 0864105054|Диаметр хвостовика|3,7 мм
Гвоздь для опалубки SN105 54MM| 0864105054|Диаметр головки (O dk)|5,3 мм
Гвоздь для опалубки SN105 54MM| 0864105054|Категория устройства|Wurth BST 1, BST 2 / Berner BSG 2, 200, 201 / Wurth DIVA 1 / Premium / Spit P 60, P 200 / Hilti DX A41 / Wurth BST MA-75 (комплект для одноимпульсной затяжки отдельных креплений), Hilti DX 350, DX 36M, DX 460
Гвоздь для опалубки SN105 54MM| 0864105054|Материал|Сталь
Гвоздь для опалубки SN105 54MM| 0864105054|Поверхность|Механическая оцинковка
Гвоздь, NG, CS2 HFB, 22MM| 0864950222|ШтрихКод|4050382453532
Гвоздь, NG, CS2 HFB, 22MM| 0864950222|Артикул|0864950222
Гвоздь, NG, CS2 HFB, 22MM| 0864950222|Диаметр хвостовика|3 мм
Гвоздь, NG, CS2 HFB, 22MM| 0864950222|Диаметр головки (O dk)|6,3 мм
Гвоздь, NG, CS2 HFB, 22MM| 0864950222|Материал|Сталь
Гвоздь, NG, CS2 HFB, 22MM| 0864950222|Поверхность|Желтый оцинкованный
Гвоздь, NG, CS2 HFB, 22MM| 0864950222|Количество гвоздей|800 шт.
Гвоздь, NG, CS2 HFB, 22MM| 0864950222|Длина гвоздя|22 мм
Гвоздь, NG, CS2 HFB, 27MM| 0864950227|ШтрихКод|4050382453549
Гвоздь, NG, CS2 HFB, 27MM| 0864950227|Артикул|0864950227
Гвоздь, NG, CS2 HFB, 27MM| 0864950227|Диаметр хвостовика|3 мм
Гвоздь, NG, CS2 HFB, 27MM| 0864950227|Диаметр головки (O dk)|6,3 мм
Гвоздь, NG, CS2 HFB, 27MM| 0864950227|Материал|Сталь
Гвоздь, NG, CS2 HFB, 27MM| 0864950227|Поверхность|Желтый оцинкованный
Гвоздь, NG, CS2 HFB, 27MM| 0864950227|Количество гвоздей|800 шт.
Гвоздь, NG, CS2 HFB, 27MM| 0864950227|Длина гвоздя|27 мм
Гвоздь, NG, CS2, 25MM| 0864950025|ШтрихКод|4050382451170
Гвоздь, NG, CS2, 25MM| 0864950025|Артикул|0864950025
Гвоздь, NG, CS2, 25MM| 0864950025|Диаметр хвостовика|2,6 мм
Гвоздь, NG, CS2, 25MM| 0864950025|Диаметр головки (O dk)|6,3 мм
Гвоздь, NG, CS2, 25MM| 0864950025|Материал|Сталь
Гвоздь, NG, CS2, 25MM| 0864950025|Поверхность|Оцинкованный
Гвоздь, NG, CS2, 25MM| 0864950025|Количество гвоздей|800 шт.
Гвоздь, NG, CS2, 25MM| 0864950025|Длина гвоздя|25 мм
Гвоздь, NG, CS2, 30MM| 0864950030|ШтрихКод|4050382451385
Гвоздь, NG, CS2, 30MM| 0864950030|Артикул|0864950030
Гвоздь, NG, CS2, 30MM| 0864950030|Диаметр хвостовика|2,6 мм
Гвоздь, NG, CS2, 30MM| 0864950030|Диаметр головки (O dk)|6,3 мм
Гвоздь, NG, CS2, 30MM| 0864950030|Материал|Сталь
Гвоздь, NG, CS2, 30MM| 0864950030|Поверхность|Оцинкованный
Гвоздь, NG, CS2, 30MM| 0864950030|Количество гвоздей|800 шт.
Гвоздь, NG, CS2, 30MM| 0864950030|Длина гвоздя|30 мм
Гвоздь, NG, CS2, 35MM| 0864950035|ШтрихКод|4050382451392
Гвоздь, NG, CS2, 35MM| 0864950035|Артикул|0864950035
Гвоздь, NG, CS2, 35MM| 0864950035|Диаметр хвостовика|2,6 мм
Гвоздь, NG, CS2, 35MM| 0864950035|Диаметр головки (O dk)|6,3 мм
Гвоздь, NG, CS2, 35MM| 0864950035|Материал|Сталь
Гвоздь, NG, CS2, 35MM| 0864950035|Поверхность|Оцинкованный
Гвоздь, NG, CS2, 35MM| 0864950035|Количество гвоздей|800 шт.
Гвоздь, NG, CS2, 35MM| 0864950035|Длина гвоздя|35 мм
Гвоздь, NG, CS2, 40MM| 0864950040|ШтрихКод|4050382451422
Гвоздь, NG, CS2, 40MM| 0864950040|Артикул|0864950040
Гвоздь, NG, CS2, 40MM| 0864950040|Диаметр хвостовика|2,6 мм
Гвоздь, NG, CS2, 40MM| 0864950040|Диаметр головки (O dk)|6,3 мм
Гвоздь, NG, CS2, 40MM| 0864950040|Материал|Сталь
Гвоздь, NG, CS2, 40MM| 0864950040|Поверхность|Оцинкованный
Гвоздь, NG, CS2, 40MM| 0864950040|Количество гвоздей|800 шт.
Гвоздь, NG, CS2, 40MM| 0864950040|Длина гвоздя|40 мм
Крепление для кабелей, двустороннее, 16мм| 0864935120|ШтрихКод|4052703861026
Крепление для кабелей, двустороннее, 16мм| 0864935120|Артикул|0864935120
Крепление для кабелей, двустороннее, 16мм| 0864935120|Тех.Картинка|https://media.wuerth.com/source/eshop/stmedia/wuerth/images/std.lang.all/resolutions/category/800px/39572.jpg
